HAGRID,Kingdom,Phylum,Class,Order,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Adult weight (g),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,Temperature (K)
3531,Animalia,Chordata,Reptilia,Squamata,Merrem's Madagascar swift,,,,,,,,45.4,9.3,captivity,small,acceptable,
802,Animalia,Chordata,Aves,Passeriformes,Cetti's warbler,365,365,,,,,,13.3,9.3,wild,medium,acceptable,
366,Animalia,Chordata,Aves,Apodiformes,Australian swiftlet,,,,,,,,11.875,9.3,wild,medium,acceptable,
3479,Animalia,Chordata,Reptilia,Squamata,Blue-tailed day gecko,,,,,,,,5,9.3,captivity,small,acceptable,
695,Animalia,Chordata,Aves,Galliformes,Reeves's pheasant,,,,,,,,1239,9.2,unknown,medium,acceptable,
622,Animalia,Chordata,Aves,Coraciiformes,European roller,363,,,,,,,146,9.2,wild,medium,acceptable,
532,Animalia,Chordata,Aves,Charadriiformes,Wilson's snipe,455,365,,,,,,122,9.2,wild,medium,acceptable,
432,Animalia,Chordata,Aves,Charadriiformes,Semipalmated plover,912,912,24,4,1,,6.52,52,9.2,wild,small,acceptable,
3418,Animalia,Chordata,Reptilia,Squamata,Puerto Rican giant anole,,,,,,,,46.6,9.2,captivity,small,acceptable,
1531,Animalia,Chordata,Aves,Psittaciformes,Andean parakeet,,,,,,,,43.1,9.2,captivity,small,acceptable,
911,Animalia,Chordata,Aves,Passeriformes,"Akohekohe, or Crested honeycreeper",730,730,17,1.5,2.5,,2.13,26.2,9.2,wild,medium,acceptable,
523,Animalia,Chordata,Aves,Charadriiformes,Western sandpiper,730,730,21,4,1,,5,26.19,9.2,wild,small,acceptable,
910,Animalia,Chordata,Aves,Passeriformes,Poo-uli,,,,,,,,25.5,9.2,wild,medium,acceptable,
1287,Animalia,Chordata,Aves,Passeriformes,Carolina wren,365,365,14,4,1,,2.42,17.5,9.2,wild,medium,acceptable,
2194,Animalia,Chordata,Mammalia,Carnivora,Steppe polecat,319,319,36,9.4,1,365,5.73,1350,9.1,captivity,small,acceptable,
334,Animalia,Chordata,Aves,Anseriformes,Maned duck,,,,,,,,812.5,9.1,wild,large,acceptable,
1307,Animalia,Chordata,Aves,Passeriformes,Ring ouzel,365,365,,,,,,109,9.1,wild,medium,acceptable,
994,Animalia,Chordata,Aves,Passeriformes,Blue-faced honeyeater,,,,,,,,101.425,9.1,wild,medium,acceptable,
3413,Animalia,Chordata,Reptilia,Squamata,Brown basilisk,228,228,60,,,,,60.87,9.1,captivity,medium,acceptable,
2198,Animalia,Chordata,Mammalia,Carnivora,Least weasel,120,120,36,5,1.5,200,2.6,46.9,9.1,captivity,small,acceptable,
1005,Animalia,Chordata,Aves,Passeriformes,Yellow-plumed honeyeater,,,,,,,,17.6,9.1,wild,medium,acceptable,
1169,Animalia,Chordata,Aves,Passeriformes,Grasshopper sparrow,365,365,11,4,2,,2,17.6,9.1,wild,medium,acceptable,
1172,Animalia,Chordata,Aves,Passeriformes,Sage sparrow,,,,,,,,17.1,9.1,wild,medium,acceptable,
939,Animalia,Chordata,Aves,Passeriformes,Violet-green swallow,363,,14,4,1,,1.66,14.2,9.1,wild,medium,acceptable,
1316,Animalia,Chordata,Aves,Passeriformes,Alder flycatcher,365,365,13,3.5,1,,,13.5,9.1,wild,medium,acceptable,
1252,Animalia,Chordata,Aves,Passeriformes,Rufous fantail,,,,,,,,10.2,9.1,wild,medium,acceptable,
1156,Animalia,Chordata,Aves,Passeriformes,Hermit warbler,365,365,,4,,,,10,9.1,wild,medium,acceptable,
1336,Animalia,Chordata,Aves,Passeriformes,Bell's vireo,365,365,14,4,2,,1.8,10,9.1,wild,tiny,acceptable,
768,Animalia,Chordata,Aves,Passeriformes,Bushtit,365,365,12,6,2,,,5.3,9.1,wild,small,acceptable,
2433,Animalia,Chordata,Mammalia,Chiroptera,Little forest bat,,,,1,1,,,3.77,9.1,wild,medium,acceptable,
376,Animalia,Chordata,Aves,Apodiformes,Ruby-throated hummingbird,365,365,13,2,2,,0.62,3.1,9.1,wild,small,acceptable,
4467,Animalia,Chordata,Teleostei,Salmoniformes,Chinook salmon,1460,1460,,,,,,33770,9,wild,medium,acceptable,
4329,Animalia,Chordata,Teleostei,Perciformes,Bluefish,,,,,,,,7920,9,wild,medium,acceptable,
4102,Animalia,Chordata,Teleostei,Perciformes,Western Australian salmon,1551,1551,,,,,,5775,9,wild,medium,acceptable,
2549,Animalia,Chordata,Mammalia,Diprotodontia,Red-necked pademelon,555,,,1,,182,,3800,9,captivity,small,acceptable,
4106,Animalia,Chordata,Teleostei,Perciformes,Atlantic pomfret,,,,,,,,3300,9,wild,medium,acceptable,
1837,Animalia,Chordata,Chondrichthyes,Rajiformes,Painted ray,1825,,,57.5,,365,,2475,9,wild,medium,acceptable,
4149,Animalia,Chordata,Teleostei,Perciformes,Nile tilapia,,,,,,,,2400,9,wild,medium,acceptable,
4013,Animalia,Chordata,Teleostei,Esociformes,Chain pickerel,912,912,,,,,,2337.5,9,wild,medium,acceptable,
3888,Animalia,Chordata,Teleostei,Cypriniformes,Shorthead redhorse,,,,,,,,2194.5,9,wild,medium,acceptable,
3902,Animalia,Chordata,Teleostei,Cypriniformes,Rednose labeo,,,,,,,,1980,9,wild,medium,acceptable,
4592,Animalia,Chordata,Teleostei,Tetraodontiformes,Chinaman-leatherjacket,1095,1095,,,,,,1925,9,wild,medium,acceptable,
4246,Animalia,Chordata,Teleostei,Perciformes,White bass,1095,730,2,,,,,1537.25,9,wild,medium,acceptable,
1745,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Sea lamprey,3193,3193,,,,,,1375,9,wild,medium,acceptable,
4153,Animalia,Chordata,Teleostei,Perciformes,Thinface cichlid,,,,,,,,1375,9,wild,medium,acceptable,
4330,Animalia,Chordata,Teleostei,Perciformes,Bulleye,,,,,,,,1144,9,wild,medium,acceptable,
4161,Animalia,Chordata,Teleostei,Perciformes,Barred surfperch,,,,,,,,1100,9,wild,medium,acceptable,
3895,Animalia,Chordata,Teleostei,Cypriniformes,Papermouth,,,,,,,,745.25,9,wild,medium,acceptable,
686,Animalia,Chordata,Aves,Galliformes,Willow ptarmigan,365,365,21,6,1,,14.72,595.875,9,wild,small,acceptable,
4121,Animalia,Chordata,Teleostei,Perciformes,Green sunfish,,,,,,,,529,9,wild,medium,acceptable,
636,Animalia,Chordata,Aves,Cuculiformes,Greater roadrunner,365,365,20,4,1.5,,14,376,9,captivity,medium,acceptable,
1731,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Pacific lamprey,,,,,,,,275,9,wild,medium,acceptable,
782,Animalia,Chordata,Aves,Passeriformes,Black-faced cuckooshrike,,,,,,,,115.133,9,wild,small,acceptable,
619,Animalia,Chordata,Aves,Coraciiformes,Buff-breasted paradise kingfisher,,,,,,,,49.725,9,wild,medium,acceptable,
2347,Animalia,Chordata,Mammalia,Chiroptera,Pale spear-nosed bat,,,105,1,,,7,43.4,9,wild,medium,acceptable,307.75
1033,Animalia,Chordata,Aves,Passeriformes,Tawny-breasted honeyeater,,,,,,,,37.625,9,wild,small,acceptable,
943,Animalia,Chordata,Aves,Passeriformes,Bobolink,365,365,13,5,1.5,,,35,9,wild,medium,acceptable,
1297,Animalia,Chordata,Aves,Passeriformes,Mountain bluebird,,,13,5,2,,,29.6,9,wild,medium,acceptable,
112,Animalia,Chordata,Amphibia,Anura,Northern leopard frog,730,365,,4146,,,,29.0222,9,wild,medium,acceptable,289.78
887,Animalia,Chordata,Aves,Passeriformes,Common rosefinch,365,365,,,,,,24,9,wild,medium,acceptable,
926,Animalia,Chordata,Aves,Passeriformes,Red-rumped swallow,363,,,,,,,22.2,9,wild,medium,acceptable,
858,Animalia,Chordata,Aves,Passeriformes,Seaside sparrow,365,365,12,4,2,,,20,9,wild,medium,acceptable,
1216,Animalia,Chordata,Aves,Passeriformes,White-browed robin,,,,,,,,19.9,9,wild,tiny,acceptable,
1268,Animalia,Chordata,Aves,Passeriformes,"Common whitethroat, or Whitethroat",365,365,,,,,,17.7,9,wild,large,acceptable,
889,Animalia,Chordata,Aves,Passeriformes,Kauai amakihi,,,14,3,,,1.5,16.65,9,captivity,small,acceptable,
1107,Animalia,Chordata,Aves,Passeriformes,"Plain titmouse, or Oak titmouse",365,365,15,6,1,,,15.9,9,wild,medium,acceptable,
1154,Animalia,Chordata,Aves,Passeriformes,Kirtland's warbler,365,365,14,5,1,,1.3,15.5,9,wild,small,acceptable,
749,Animalia,Chordata,Aves,Passeriformes,Redthroat,,,,,,,,12.5,9,wild,small,acceptable,
1115,Animalia,Chordata,Aves,Passeriformes,"Siberian tit, or Gray-headed chickadee",365,365,15,8,1,,1,12.5,9,wild,medium,acceptable,
1269,Animalia,Chordata,Aves,Passeriformes,Lesser whitethroat,365,365,,,,,,11.4,9,wild,medium,acceptable,
1321,Animalia,Chordata,Aves,Passeriformes,Dusky flycatcher,365,365,15,4,1,,1.19,10.95,9,wild,medium,acceptable,
1127,Animalia,Chordata,Aves,Passeriformes,Macgillivray's warbler,363,,,,,,,10.4,9,wild,medium,acceptable,
1288,Animalia,Chordata,Aves,Passeriformes,House wren,365,365,13,7,2,,1.07,9.7,9,wild,medium,acceptable,
1167,Animalia,Chordata,Aves,Passeriformes,Blue-winged warbler,365,365,11,5,1,,1.5,8.9,9,wild,small,acceptable,
2488,Animalia,Chordata,Mammalia,Didelphimorphia,Bare-tailed woolly opossum,304,,24,4.5,2,166,0.2,350,8.9,captivity,tiny,acceptable,
3191,Animalia,Chordata,Mammalia,Rodentia,Round-tailed ground squirrel,325,325,28,5.4,1,,3.9,163.3,8.9,captivity,tiny,acceptable,309.45
620,Animalia,Chordata,Aves,Coraciiformes,Indian roller,,,,,,,,158,8.9,captivity,small,acceptable,
514,Animalia,Chordata,Aves,Charadriiformes,Upland sandpiper,,,22,4,1,,18,141,8.9,wild,medium,acceptable,
725,Animalia,Chordata,Aves,Gruiformes,Water rail,365,365,,,,,,111.5,8.9,wild,medium,acceptable,
1102,Animalia,Chordata,Aves,Passeriformes,Victoria's riflebird,,,,,,,,86.5,8.9,wild,small,acceptable,
946,Animalia,Chordata,Aves,Passeriformes,Bullock's oriole,365,365,11,5,,,,36.62,8.9,wild,medium,acceptable,
1130,Animalia,Chordata,Aves,Passeriformes,Yellow-breasted chat,365,365,11,5,1,,,26,8.9,wild,small,acceptable,
1067,Animalia,Chordata,Aves,Passeriformes,Thrush nightingale,365,365,,,,,,23.8,8.9,wild,medium,acceptable,
1140,Animalia,Chordata,Aves,Passeriformes,Northern waterthrush,365,365,12,4,1,,1.9,16.3,8.9,wild,small,acceptable,
765,Animalia,Chordata,Aves,Passeriformes,Melodious warbler,365,365,,,,,,11,8.9,wild,medium,acceptable,
732,Animalia,Chordata,Aves,Passeriformes,Western thornbill,,,,,,,,7,8.9,wild,small,acceptable,
1123,Animalia,Chordata,Aves,Passeriformes,Wilson's warbler,365,365,10,5,1,,,7,8.9,wild,medium,acceptable,
743,Animalia,Chordata,Aves,Passeriformes,Brown gerygone,,,,,,,,5.25,8.9,wild,small,acceptable,
385,Animalia,Chordata,Aves,Apodiformes,Rufous hummingbird,365,365,16,2,1,,,3.5,8.9,wild,small,acceptable,
3266,Animalia,Chordata,Reptilia,Squamata,Arafura filesnake,,,167,,,,,6107,8.8,captivity,small,acceptable,
2546,Animalia,Chordata,Mammalia,Diprotodontia,Tasmanian pademelon,435,435,29,1,1,204,0.42,5000,8.8,captivity,tiny,acceptable,
2522,Animalia,Chordata,Mammalia,Diprotodontia,Spectacled hare-wallaby,363,,30,1,,153,,3000,8.8,captivity,small,acceptable,309.15
2200,Animalia,Chordata,Mammalia,Carnivora,Siberian weasel,,,29,6,,,,565,8.8,captivity,medium,acceptable,
2205,Animalia,Chordata,Mammalia,Carnivora,Marbled polecat,91,,61,5.76,,365,,542.5,8.8,captivity,small,acceptable,
663,Animalia,Chordata,Aves,Galliformes,Plain chachalaca,365,365,23,3,2,,,495.5,8.8,wild,medium,acceptable,
2195,Animalia,Chordata,Mammalia,Carnivora,Long-tailed weasel,162,365,25,6.2,1,365,3.1,150.6,8.8,captivity,tiny,acceptable,312.15
944,Animalia,Chordata,Aves,Passeriformes,Rusty blackbird,365,365,14,4.5,1,,,60.8,8.8,wild,medium,acceptable,
1244,Animalia,Chordata,Aves,Passeriformes,White-spectacled bulbul,,,,,,,,38.1,8.8,wild,medium,acceptable,
1058,Animalia,Chordata,Aves,Passeriformes,Tree pipit,365,365,,,,,,23.4,8.8,wild,medium,acceptable,
2325,Animalia,Chordata,Mammalia,Chiroptera,Hill's tomb bat,,,,,,,,21.99,8.8,wild,small,acceptable,
1057,Animalia,Chordata,Aves,Passeriformes,Water pipit,363,,14,4,,,,21.2,8.8,wild,medium,acceptable,
1207,Animalia,Chordata,Aves,Passeriformes,Western yellow robin,,,,,,,,19.875,8.8,wild,medium,acceptable,
923,Animalia,Chordata,Aves,Passeriformes,Iiwi,,,,,,,,18.3,8.8,wild,medium,acceptable,
1061,Animalia,Chordata,Aves,Passeriformes,Yellow wagtail,365,365,11,5,1,,1.5,17.7,8.8,wild,medium,acceptable,
2507,Animalia,Chordata,Mammalia,Diprotodontia,Pygmy gliding possum,240,365,,3,2,114,0.0178,13,8.8,captivity,large,high,307.85
1076,Animalia,Chordata,Aves,Passeriformes,Common stonechat and stonechat,365,365,,,,,,10.3,8.8,wild,medium,acceptable,
380,Animalia,Chordata,Aves,Apodiformes,Broad-billed hummingbird,365,365,17,2,,,,3.3,8.8,wild,medium,acceptable,
3340,Animalia,Chordata,Reptilia,Squamata,Boomslang,,,,,,,,3765,8.7,captivity,small,acceptable,
1894,Animalia,Chordata,Mammalia,Afrosoricida,"Tailess tenrec, or Tenrec",182,,58,18,1.5,,21,900,8.7,captivity,small,acceptable,306.15
2487,Animalia,Chordata,Mammalia,Didelphimorphia,Central American woolly opossum,240,240,21,3,,,,330,8.7,captivity,small,acceptable,308.15
3135,Animalia,Chordata,Mammalia,Rodentia,Red-legged sun squirrel,,,,2.7,,,,326.5,8.7,captivity,small,acceptable,309.15
2983,Animalia,Chordata,Mammalia,Rodentia,Fat dormouse,322,335,25,4,1.2,,1.5,125,8.7,captivity,small,acceptable,310.85
4099,Animalia,Chordata,Teleostei,Perciformes,Miss Kingsley's climbing perch,,,,,,,,68.75,8.7,captivity,small,acceptable,
2617,Animalia,Chordata,Mammalia,Macroscelidea,Short-eared elephant shrew,44,,65,1.6,,,7,40,8.7,captivity,medium,acceptable,309.35
1298,Animalia,Chordata,Aves,Passeriformes,Western bluebird,365,365,14,5,1.5,,2.9,26.5,8.7,wild,medium,acceptable,
1016,Animalia,Chordata,Aves,Passeriformes,Black-headed honeyeater,,,,,,,,15,8.7,wild,medium,acceptable,
1348,Animalia,Chordata,Aves,Passeriformes,Canary white-eye,,,,,,,,9.775,8.7,wild,large,acceptable,
3482,Animalia,Chordata,Reptilia,Squamata,Broad-tailed day gecko,,,,,,,,2.9,8.7,captivity,medium,acceptable,
2904,Animalia,Chordata,Mammalia,Rodentia,Eastern woodrat,95,101,33,3.5,2.5,83,13.43,291,8.6,captivity,medium,acceptable,
266,Animalia,Chordata,Aves,Accipitriformes,Lizard buzzard,727,,,,,,,280.5,8.6,wild,medium,acceptable,
554,Animalia,Chordata,Aves,Charadriiformes,Spotted redshank,365,365,,,,,,158,8.6,wild,medium,acceptable,
598,Animalia,Chordata,Aves,Columbiformes,White-tipped dove,,,14,2,1,,,147.5,8.6,wild,small,acceptable,
2991,Animalia,Chordata,Mammalia,Rodentia,Desert kangaroo rat,51,,30,3,3,,3.04,116,8.6,captivity,small,acceptable,309.95
1180,Animalia,Chordata,Aves,Passeriformes,Abert's towhee,365,365,14,3,1.5,,3.63,46,8.6,wild,medium,acceptable,
900,Animalia,Chordata,Aves,Passeriformes,Black rosy-finch,365,365,13,5,1,,,24,8.6,wild,medium,acceptable,
1052,Animalia,Chordata,Aves,Passeriformes,Broad-billed flycatcher,,,,,,,,10.225,8.6,wild,small,acceptable,
1277,Animalia,Chordata,Aves,Passeriformes,Bananaquit,,,,,,,,10.1,8.6,wild,medium,acceptable,
1131,Animalia,Chordata,Aves,Passeriformes,Orange-crowned warbler,365,365,12,4,1,,1.5,9.2,8.6,wild,small,acceptable,
3613,Animalia,Chordata,Reptilia,Squamata,Common lancehead,,,,,,,,1037,8.5,captivity,small,acceptable,
230,Animalia,Chordata,Aves,Accipitriformes,Grey-faced buzzard,727,,,,,,,415,8.5,wild,medium,acceptable,
560,Animalia,Chordata,Aves,Charadriiformes,Marsh sandpiper,363,,,,,,,77.5,8.5,wild,medium,acceptable,
1635,Animalia,Chordata,Aves,Psittaciformes,Grey-hooded parakeet,,,,,,,,30,8.5,captivity,small,acceptable,
378,Animalia,Chordata,Aves,Apodiformes,Anna's hummingbird,365,365,16,2,2,,,4.4,8.5,wild,tiny,acceptable,
3099,Animalia,Chordata,Mammalia,Rodentia,Gambian rat,158,,34,3.5,3.75,,25.7,1500,8.4,captivity,small,acceptable,308.75
723,Animalia,Chordata,Aves,Gruiformes,Purple swamphen,,1096,,,,,,850,8.4,wild,small,acceptable,
2196,Animalia,Chordata,Mammalia,Carnivora,European mink,323,323,54,4,,365,8,590,8.4,captivity,medium,acceptable,
3397,Animalia,Chordata,Reptilia,Squamata,Plains garter snake,,,,,,,,512,8.4,captivity,medium,acceptable,
3333,Animalia,Chordata,Reptilia,Squamata,Kirtland's snake,,,,,,,,91,8.4,captivity,small,acceptable,
2908,Animalia,Chordata,Mammalia,Rodentia,Golden mouse,,,30,2.7,,25,2.7,22,8.4,captivity,small,acceptable,309.55
3476,Animalia,Chordata,Reptilia,Squamata,Mediterranean house gecko,,,,,,,,2.53,8.4,captivity,small,acceptable,
1355,Animalia,Chordata,Aves,Pelecaniformes,American bittern,365,365,34,4,,,,706,8.3,wild,small,acceptable,
2992,Animalia,Chordata,Mammalia,Rodentia,Heermann's kangaroo rat,53,,31,3.1,2,,3.91,65,8.3,captivity,small,acceptable,
1232,Animalia,Chordata,Aves,Passeriformes,Chestnut-crowned babbler,,,,,,,,57.8,8.3,wild,medium,acceptable,
3069,Animalia,Chordata,Mammalia,Rodentia,Fat-tailed gerbil,55,61,20,4.5,,,,40,8.3,captivity,small,acceptable,
2917,Animalia,Chordata,Mammalia,Rodentia,Deer mouse,49,,24,5,3,27,2,20.5,8.3,captivity,medium,acceptable,309.75
2987,Animalia,Chordata,Mammalia,Rodentia,San Diego pocket mouse,166,166,25,3,1,,,18.7,8.3,captivity,small,acceptable,305.75
1270,Animalia,Chordata,Aves,Passeriformes,Sardinian warbler,365,365,,,,,,11.7,8.3,wild,medium,acceptable,
3002,Animalia,Chordata,Mammalia,Rodentia,Little pocket mouse,151,,22,5,1.25,,0.9,8,8.3,captivity,small,acceptable,307.85
3498,Animalia,Chordata,Reptilia,Squamata,Western spiny-tailed iguana,,,,,,,,968,8.2,captivity,small,acceptable,
341,Animalia,Chordata,Aves,Anseriformes,Black-bellied whistling duck,365,365,27,14,1,,30.8,828,8.2,wild,small,acceptable,
3038,Animalia,Chordata,Mammalia,Rodentia,Greater Egyptian gerbil,74,73,21,3.3,5,,2.5,37,8.2,captivity,small,acceptable,309.25
774,Animalia,Chordata,Aves,Passeriformes,Dusky woodswallow,,,,,,,,33,8.2,wild,small,acceptable,
3318,Animalia,Chordata,Reptilia,Squamata,Jackson's chameleon,,,190,,,,,32.565,8.2,captivity,small,acceptable,
776,Animalia,Chordata,Aves,Passeriformes,Cedar waxwing,365,365,14,4,2,,3.1,30,8.2,wild,medium,acceptable,
807,Animalia,Chordata,Aves,Passeriformes,Red-browed treecreeper,,,,,,,,23.3,8.2,wild,small,acceptable,
1171,Animalia,Chordata,Aves,Passeriformes,Olive sparrow,,,,3.5,,,,22.4,8.2,wild,medium,acceptable,
1314,Animalia,Chordata,Aves,Passeriformes,Eastern wood pewee,365,365,13,3,,,,13.9,8.2,wild,small,acceptable,
1258,Animalia,Chordata,Aves,Passeriformes,Pygmy nuthatch,365,365,15,7,1,,1.2,10.7,8.2,wild,small,acceptable,
1149,Animalia,Chordata,Aves,Passeriformes,Hooded warbler,319,319,12,4,,,1.9,10.6,8.2,wild,medium,acceptable,
801,Animalia,Chordata,Aves,Passeriformes,Eurasian treecreeper,365,365,,,,,,9.1,8.2,wild,medium,acceptable,
1153,Animalia,Chordata,Aves,Passeriformes,Blackburnian warbler,363,,11,4,1,,,9,8.2,wild,medium,acceptable,
407,Animalia,Chordata,Aves,Charadriiformes,Least auklet,1095,1095,30,1,1,,,96,8.1,wild,medium,acceptable,
1691,Animalia,Chordata,Aves,Strigiformes,Flammulated owl,365,365,22,3,1,,7.5,55.5,8.1,wild,medium,acceptable,
804,Animalia,Chordata,Aves,Passeriformes,American dipper,365,365,,4,1.5,,,50.2,8.1,wild,medium,acceptable,
3532,Animalia,Chordata,Reptilia,Squamata,Colorado desert fringe-toed lizard,,,,,,,,22.49,8.1,captivity,small,acceptable,
1162,Animalia,Chordata,Aves,Passeriformes,Blackpoll warbler,365,365,12,5,2,,1.5,15,8.1,wild,small,acceptable,
1141,Animalia,Chordata,Aves,Passeriformes,Prothonotary warbler,365,365,13,5,,,1.95,14.3,8.1,wild,small,acceptable,
1313,Animalia,Chordata,Aves,Passeriformes,Western wood pewee,,,14,3,1,,,12.8,8.1,wild,medium,acceptable,
1129,Animalia,Chordata,Aves,Passeriformes,Worm-eating warbler,365,365,13,5,1,,,12.5,8.1,wild,small,acceptable,
1762,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Spot-tail shark,912,,,3.1,,365,,15400,8,wild,medium,acceptable,
3818,Animalia,Chordata,Teleostei,Characiformes,Tiger fish,,,,,,,,15400,8,wild,medium,acceptable,
4033,Animalia,Chordata,Teleostei,Gadiformes,European pollock,,,,,,,,9955,8,wild,medium,acceptable,
1835,Animalia,Chordata,Chondrichthyes,Rajiformes,Blonde ray,2009,,,90,,365,,7865,8,wild,medium,acceptable,
4107,Animalia,Chordata,Teleostei,Perciformes,Sickle pomfret,,,,,,,,6050,8,wild,medium,acceptable,
4417,Animalia,Chordata,Teleostei,Pleuronectiformes,Southern flounder,,,,,,,,5131.5,8,wild,medium,acceptable,
4466,Animalia,Chordata,Teleostei,Salmoniformes,Sockeye salmon,730,730,,,,,,4240.5,8,wild,medium,acceptable,
1767,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Milk shark,,,,,,,,2750,8,wild,medium,acceptable,
4344,Animalia,Chordata,Teleostei,Perciformes,California corbina,,,,,,,,2145,8,wild,medium,acceptable,
2583,Animalia,Chordata,Mammalia,Erinaceomorpha,Amur hedgehog,266,253,36,,,,,774.475,8,captivity,tiny,acceptable,
4120,Animalia,Chordata,Teleostei,Perciformes,Redbreast sunfish,,,,,,,,467.25,8,wild,medium,acceptable,
684,Animalia,Chordata,Aves,Galliformes,Grey francolin,,,18,7.5,2.5,,,334,8,wild,medium,acceptable,
4251,Animalia,Chordata,Teleostei,Perciformes,Japanese threadfin-bream,365,,,,,,,327.8,8,wild,medium,acceptable,
4456,Animalia,Chordata,Teleostei,Salmoniformes,Shortnose cisco,,,,,,,,296.45,8,wild,medium,acceptable,
4014,Animalia,Chordata,Teleostei,Esociformes,Alaska blackfish,912,912,,,,,,201.3,8,wild,medium,acceptable,
3824,Animalia,Chordata,Teleostei,Clupeiformes,Blueback shad,1460,1277,,,,,,110,8,wild,medium,acceptable,
3833,Animalia,Chordata,Teleostei,Clupeiformes,Alewife,1642,1277,,,,,,110,8,wild,medium,acceptable,
2458,Animalia,Chordata,Mammalia,Dasyuromorphia,Kowari,238,216,33,6,2,167,0.027,105,8,captivity,small,acceptable,308.35
770,Animalia,Chordata,Aves,Passeriformes,Horned lark,365,365,11,43,1.5,,2.74,33.5,8,wild,medium,acceptable,
3510,Animalia,Chordata,Reptilia,Squamata,Crevice spiny lizard,,,,,,,,30.94,8,captivity,small,acceptable,
1034,Animalia,Chordata,Aves,Passeriformes,Macleay's honeyeater,,,,,,,,29.425,8,wild,small,acceptable,
2342,Animalia,Chordata,Mammalia,Chiroptera,Hairy-legged vampire bat,,,213,1,,,4.8,28,8,wild,medium,acceptable,
1330,Animalia,Chordata,Aves,Passeriformes,Black phoebe,364,,16,4,1.5,,1.5,18.25,8,wild,medium,acceptable,
1060,Animalia,Chordata,Aves,Passeriformes,Grey wagtail,365,365,,,,,,17.2,8,wild,medium,acceptable,
4590,Animalia,Chordata,Teleostei,Stomiiformes,Pacific viperfish,,,,,,,,12.87,8,wild,medium,acceptable,
756,Animalia,Chordata,Aves,Passeriformes,Blyth's reed-warbler,,,,,,,,11.2,8,wild,medium,acceptable,
1122,Animalia,Chordata,Aves,Passeriformes,Canada warbler,365,365,12,4,1,,,10,8,wild,medium,acceptable,
